verso,cancion
"Trato de resistir,",7INFLUENCIA
trato de resistir,7INFLUENCIA
y al final no es un problema.,7INFLUENCIA
que placer esta pena.,7INFLUENCIA
Si yo fuera otro ser,7INFLUENCIA
no lo podría entender.,7INFLUENCIA
"pero es tan difícil ver,",7INFLUENCIA
si algo controla mi ser.,7INFLUENCIA
Puedo ver y sentir y decir:,7INFLUENCIA
"mi vida dormir,",7INFLUENCIA
será por tu influencia.,7INFLUENCIA
esta extraña influencia.,7INFLUENCIA
"Detrás de las paredes, no puedo esperar mil años que cambie el viento, tengo que volverte a ver.",TRAJES DE LÁGRIMAS II (CON GRACIELA BORGES)
Siento las preguntas de tu voz y empiezo a amarte con toda mi piel.,TRAJES DE LÁGRIMAS II (CON GRACIELA BORGES)
"No pregunten más, soy un ser que quiere andar, sin pedir permiso para ir a llorar.",TRAJES DE LÁGRIMAS II (CON GRACIELA BORGES)
"Cuando el sol me viene a buscar, a llevar mis sueños al justo lugar.",TRAJES DE LÁGRIMAS II (CON GRACIELA BORGES)
"Será porque nos queremos sentir bien, que ahora estamos bailando entre la gente?",TRAJES DE LÁGRIMAS II (CON GRACIELA BORGES)
Quiero verte desnuda el día que desfilen los cuerpos que han sido salvados.,TRAJES DE LÁGRIMAS II (CON GRACIELA BORGES)
"No fueron las pastillas, fueron los hombres de gris.",TRAJES DE LÁGRIMAS II (CON GRACIELA BORGES)
Cuánto tiempo más llevará? Mi capricho es ley.,TRAJES DE LÁGRIMAS II (CON GRACIELA BORGES)
Siempre que salgo tengo al lado un monitor,9FANTASY
y no sé quién está aquí.,9FANTASY
Alguien me llama por el maldito amor,9FANTASY
y no sé quién está aquí.,9FANTASY
No conozco a nadie,9FANTASY
y todos saben de mí,9FANTASY
pero es así,9FANTASY
porque siempre estoy en Fantasy.,9FANTASY
Cuando estoy sólo ya no se por quien vivir,9FANTASY
porque nunca estás aquí.,9FANTASY
Ya mis pies congelados llegan hasta mí,9FANTASY
porque nunca estás aquí,9FANTASY
No sabes de nada,9FANTASY
y todos hablan de ti,9FANTASY
pero es así,9FANTASY
porque siempre estás en Fantasy.,9FANTASY
Fantasy es un lugar,9FANTASY
del que nadie puede regresar,9FANTASY
del que nadie puede regresar.,9FANTASY
Fantasy es ilusión,9FANTASY
porque nunca hay nadie alrededor,9FANTASY
porque nunca hay nadie alrededor.,9FANTASY
No conozco a nadie,9FANTASY
quisiera verte a ti,9FANTASY
pero es así,9FANTASY
porque siempre estás.,9FANTASY
Fantasy es un lugar,9FANTASY
del que nadie puede regresar,9FANTASY
del que nadie puede regresar.,9FANTASY
Fantasy es ilusión,9FANTASY
porque nunca hay nadie alrededor,9FANTASY
porque nunca hay nadie alrededor.,9FANTASY
No conozco a nadie,9FANTASY
quisiera verte a ti,9FANTASY
pero es así,9FANTASY
porque siempre estás.,9FANTASY
"Quién sabe Alicia, este país",DE ALICIA EN EL PAÍS
no estuvo hecho porque sí,DE ALICIA EN EL PAÍS
"Te vas a ir, vas a salir",DE ALICIA EN EL PAÍS
"pero te quedas,",DE ALICIA EN EL PAÍS
¿dónde más vas a ir?,DE ALICIA EN EL PAÍS
"Y es que aquí, sabés",DE ALICIA EN EL PAÍS
"el trabalenguas, trabalenguas",DE ALICIA EN EL PAÍS
el asesino te asesina,DE ALICIA EN EL PAÍS
y es mucho para ti,DE ALICIA EN EL PAÍS
Se acabó ese juego que te hacía feliz,DE ALICIA EN EL PAÍS
"No cuentes lo que viste en los jardines,",DE ALICIA EN EL PAÍS
el sueño acabó,DE ALICIA EN EL PAÍS
ya no hay morsas ni tortugas,DE ALICIA EN EL PAÍS
Un río de cabezas aplastadas,DE ALICIA EN EL PAÍS
por el mismo pie,DE ALICIA EN EL PAÍS
juegan cricket,DE ALICIA EN EL PAÍS
bajo la luna,DE ALICIA EN EL PAÍS
"Estamos en la tierra de nadie,",DE ALICIA EN EL PAÍS
pero es mía,DE ALICIA EN EL PAÍS
"los inocentes son los culpables,",DE ALICIA EN EL PAÍS
"dice su señoría,",DE ALICIA EN EL PAÍS
el rey de espadas,DE ALICIA EN EL PAÍS
No cuentes que hay,DE ALICIA EN EL PAÍS
"detrás de aquel espejo,",DE ALICIA EN EL PAÍS
no tendrás poder,DE ALICIA EN EL PAÍS
"ni abogados, ni testigos",DE ALICIA EN EL PAÍS
Enciende los candiles,DE ALICIA EN EL PAÍS
que los brujos piensan en volver,DE ALICIA EN EL PAÍS
a nublarnos el camino,DE ALICIA EN EL PAÍS
"Estamos en la tierra de todos,",DE ALICIA EN EL PAÍS
en la mía,DE ALICIA EN EL PAÍS
"sobre el pasado y sobre el futuro,",DE ALICIA EN EL PAÍS
"ruinas sobre ruinas,",DE ALICIA EN EL PAÍS
querida Alicia,DE ALICIA EN EL PAÍS
"Quién sabe Alicia, este país",DE ALICIA EN EL PAÍS
no estuvo hecho porque sí,DE ALICIA EN EL PAÍS
"te vas a ir, vas a salir",DE ALICIA EN EL PAÍS
"pero te quedas,",DE ALICIA EN EL PAÍS
¿dónde más vas a ir?,DE ALICIA EN EL PAÍS
"Y es que aquí, sabés",DE ALICIA EN EL PAÍS
"el trabalenguas, trabalenguas",DE ALICIA EN EL PAÍS
"el asesino, te asesina",DE ALICIA EN EL PAÍS
y es mucho para ti,DE ALICIA EN EL PAÍS
Se acabó,DE ALICIA EN EL PAÍS
se acabó ese,DE ALICIA EN EL PAÍS
se acabó ese juego,DE ALICIA EN EL PAÍS
se acabó ese juego,DE ALICIA EN EL PAÍS
que te hacía feliz...,DE ALICIA EN EL PAÍS
"Acabo de llegar,",SOY UN EXTRAÑO
no soy un extraño,SOY UN EXTRAÑO
conozco esta ciudad,SOY UN EXTRAÑO
"no es como en los diarios,",SOY UN EXTRAÑO
desde allá.,SOY UN EXTRAÑO
"Dos tipos en un bar,",SOY UN EXTRAÑO
se toman las manos.,SOY UN EXTRAÑO
Prenden un grabador,SOY UN EXTRAÑO
"y bailan un tango,",SOY UN EXTRAÑO
de verdad.,SOY UN EXTRAÑO
"Y yo los miro sin querer mirar,",SOY UN EXTRAÑO
"enciendo un faso para despistar,",SOY UN EXTRAÑO
me quedo piola y empiezo a pensar,SOY UN EXTRAÑO
que no hay que pescar,SOY UN EXTRAÑO
dos veces con la misma red.,SOY UN EXTRAÑO
Acabo de mirar las luces que pasan,SOY UN EXTRAÑO
acabo de cruzar las plazas las rayas y el color.,SOY UN EXTRAÑO
Y siento un aroma poco familiar,SOY UN EXTRAÑO
alguien se acerca y comienza a hablar,SOY UN EXTRAÑO
"Me quedo piola y digo que tal,",SOY UN EXTRAÑO
vamos a pescar,SOY UN EXTRAÑO
dos veces con la misma red.,SOY UN EXTRAÑO
"Desprejuiciados son los que vendrán,",SOY UN EXTRAÑO
y los que están ya no me importan más,SOY UN EXTRAÑO
los carceleros de la humanidad,SOY UN EXTRAÑO
"no me atraparán,",SOY UN EXTRAÑO
dos veces con la misma red.,SOY UN EXTRAÑO
"Estoy verde, no me dejan salir.",ME DEJAN SALIR
"estoy verde, no me dejan salir.",ME DEJAN SALIR
"No puedo largar, no puedo salir",ME DEJAN SALIR
no puedo sentir amor a este sentimiento,ME DEJAN SALIR
tengo que volverte a ver.,ME DEJAN SALIR
Tengo que volverte a ver,ME DEJAN SALIR
no puedo salir,ME DEJAN SALIR
por amor a este sentimiento.,ME DEJAN SALIR
"Estoy verde, no me dejan salir",ME DEJAN SALIR
"estoy verde, no me dejan salir.",ME DEJAN SALIR
"No puedo pensar, no puedo vivir",ME DEJAN SALIR
no puedo pensar si amor es un pensamiento,ME DEJAN SALIR
tengo que volverte a ver.,ME DEJAN SALIR
Tengo que volverte a ver,ME DEJAN SALIR
"no puedo perder, por amor a ese sentimiento.",ME DEJAN SALIR
Tengo que confiar en mi amor,ME DEJAN SALIR
tengo que confiar en mi sentimiento,ME DEJAN SALIR
tengo que confiar en mi amor,ME DEJAN SALIR
tengo que confiar en mi sentimiento.,ME DEJAN SALIR
Ya no sirve vivir para sufrir,ME DEJAN SALIR
"te das cuenta, sacate el mocasín.",ME DEJAN SALIR
"No puedo calmar, no puedo parir",ME DEJAN SALIR
no puedo esperar mil años que cambie el viento,ME DEJAN SALIR
tengo que volverte a ver.,ME DEJAN SALIR
Tengo que volverte a ver,ME DEJAN SALIR
"no puedo perder, por amor a ese sentimiento",ME DEJAN SALIR
Tengo que confiar en mi amor,ME DEJAN SALIR
tengo que confiar en mi sentimiento.,ME DEJAN SALIR
Hay en este lugar,13CUCHILLOS
mucho para dar,13CUCHILLOS
no te puedo mentir,13CUCHILLOS
porque sos tan fiel,13CUCHILLOS
me viste crecer,13CUCHILLOS
me viste nacer,13CUCHILLOS
y yo te vi reír,13CUCHILLOS
Cuando el cristal,13CUCHILLOS
se apague en el mal,13CUCHILLOS
"verás, que toda",13CUCHILLOS
esta canción,13CUCHILLOS
es alegría,13CUCHILLOS
"Hoy, hoy tal como ayer",13CUCHILLOS
desaparecer,13CUCHILLOS
es todos sonreír,13CUCHILLOS
De tanto darte amor,13CUCHILLOS
te hice feliz,13CUCHILLOS
cortando el aire,13CUCHILLOS
solo hasta sentir,13CUCHILLOS
que no había perdón,13CUCHILLOS
que no había razón,13CUCHILLOS
ya no puedo morir,13CUCHILLOS
Esa navaja gris,13CUCHILLOS
te cortó la voz,13CUCHILLOS
se hizo cuchillo,13CUCHILLOS
al fin,13CUCHILLOS
"Nace una flor, todos los días sale el sol",COLECTIVO
de vez en cuando escuchas aquella voz.,COLECTIVO
"Cómo de pan, gustosa de cantar,",COLECTIVO
en los aleros de mi mente con las chicharras.,COLECTIVO
Pero a la vez existe un transformador,COLECTIVO
que te consume lo mejor que tenés,COLECTIVO
"te tira atrás, te pide más y más",COLECTIVO
y llega un punto en que no querés.,COLECTIVO
"Mamá la libertad, siempre la llevarás",COLECTIVO
dentro del corazón,COLECTIVO
te pueden corromper,COLECTIVO
te puedes olvidar,COLECTIVO
pero ella siempre está,COLECTIVO
"Mamá la libertad, siempre la llevarás",COLECTIVO
dentro del corazón,COLECTIVO
te pueden corromper,COLECTIVO
te puedes olvidar,COLECTIVO
pero ella siempre está,COLECTIVO
"Ayer soñé con los hambrientos, los locos,",COLECTIVO
"los que se fueron, los que están en prisión",COLECTIVO
hoy desperté cantando esta canción,COLECTIVO
que ya fue escrita hace tiempo atrás.,COLECTIVO
"Es necesario cantar de nuevo,",COLECTIVO
una vez más.,COLECTIVO
"Mamá la libertad, siempre la llevarás",COLECTIVO
dentro del corazón,COLECTIVO
te pueden corromper,COLECTIVO
te puedes olvidar,COLECTIVO
pero ella siempre está,COLECTIVO
"Mamá la libertad, siempre la llevarás",COLECTIVO
dentro del corazón,COLECTIVO
te pueden corromper,COLECTIVO
te puedes olvidar,COLECTIVO
pero ella siempre está.,COLECTIVO
A donde voy no llego,SAL NO SALA (CON JUANSE)
a donde estoy resbalo,SAL NO SALA (CON JUANSE)
no es porque sea bueno,SAL NO SALA (CON JUANSE)
tampoco soy tan malo,SAL NO SALA (CON JUANSE)
pero yo se que...,SAL NO SALA (CON JUANSE)
La sal no sala,SAL NO SALA (CON JUANSE)
y el azúcar no endulza,SAL NO SALA (CON JUANSE)
La sal no sala,SAL NO SALA (CON JUANSE)
y el azúcar no endulza,SAL NO SALA (CON JUANSE)
La madre de mi hermana,SAL NO SALA (CON JUANSE)
hizo un pacto con Dios,SAL NO SALA (CON JUANSE)
se inyectó mercurio,SAL NO SALA (CON JUANSE)
y ahora te lo da a vos,SAL NO SALA (CON JUANSE)
Pero sabes que...,SAL NO SALA (CON JUANSE)
La sal no sala,SAL NO SALA (CON JUANSE)
y el azúcar no endulza,SAL NO SALA (CON JUANSE)
La sal no sala,SAL NO SALA (CON JUANSE)
y el azúcar no endulza,SAL NO SALA (CON JUANSE)
No soporto la mañana,SAL NO SALA (CON JUANSE)
no soporto el sol,SAL NO SALA (CON JUANSE)
Estoy harto de tu hermana,SAL NO SALA (CON JUANSE)
estoy harto,SAL NO SALA (CON JUANSE)
La chica de la esquina,SAL NO SALA (CON JUANSE)
me está tratando mal,SAL NO SALA (CON JUANSE)
me vende una droga,SAL NO SALA (CON JUANSE)
que no puedo pagar,SAL NO SALA (CON JUANSE)
Pero sabes que...,SAL NO SALA (CON JUANSE)
La sal no sala,SAL NO SALA (CON JUANSE)
y el azúcar no endulza,SAL NO SALA (CON JUANSE)
La sal no sala,SAL NO SALA (CON JUANSE)
y el azúcar no endulza,SAL NO SALA (CON JUANSE)
(Me dijeron que hay alguien,SAL NO SALA (CON JUANSE)
que tiene de la buena),SAL NO SALA (CON JUANSE)
La sal no sala,SAL NO SALA (CON JUANSE)
y el azúcar no endulza,SAL NO SALA (CON JUANSE)
La sal no sala,SAL NO SALA (CON JUANSE)
y el azúcar no endulza.,SAL NO SALA (CON JUANSE)
"Por favor,",SOBRE EL BIDET
no hagas promesas sobre el bidet,SOBRE EL BIDET
"por favor,",SOBRE EL BIDET
no me abras más los sobres,SOBRE EL BIDET
"por favor,",SOBRE EL BIDET
yo te prometo te escribiré,SOBRE EL BIDET
si es que paras de correr,SOBRE EL BIDET
"Por favor,",SOBRE EL BIDET
sigue la sombra de mi bebé,SOBRE EL BIDET
"por favor,",SOBRE EL BIDET
"no bebas más, no llores",SOBRE EL BIDET
"por favor,",SOBRE EL BIDET
yo te prometo te escribiré,SOBRE EL BIDET
si es que para de llover,SOBRE EL BIDET
Porque me tratas tan bien,SOBRE EL BIDET
me tratas tan mal,SOBRE EL BIDET
sabes que no aprendí a vivir,SOBRE EL BIDET
A veces estoy tan bien,SOBRE EL BIDET
estoy tan down,SOBRE EL BIDET
calambres en el alma,SOBRE EL BIDET
cada cual tiene un trip,SOBRE EL BIDET
en el bocho,SOBRE EL BIDET
difícil que lleguemos,SOBRE EL BIDET
a ponernos,SOBRE EL BIDET
"de acuerdo, de acuerdo",SOBRE EL BIDET
Hablamos al pasar,ANDALUZ (CON PEDRO AZNAR)
acerca de alguien que conozco bien.,ANDALUZ (CON PEDRO AZNAR)
Me dejo atravesar,ANDALUZ (CON PEDRO AZNAR)
soy como un túnel donde corre el tren,ANDALUZ (CON PEDRO AZNAR)
Te hacés mi amiga,ANDALUZ (CON PEDRO AZNAR)
si estás conmigo.,ANDALUZ (CON PEDRO AZNAR)
pero cuando estás con otro,ANDALUZ (CON PEDRO AZNAR)
me deshacés.,ANDALUZ (CON PEDRO AZNAR)
Te encanta caretear,ANDALUZ (CON PEDRO AZNAR)
ser aceptada donde te odian más.,ANDALUZ (CON PEDRO AZNAR)
"Velocidad mental,",ANDALUZ (CON PEDRO AZNAR)
estratagemas y saber actuar,ANDALUZ (CON PEDRO AZNAR)
"Quien más, quien menos",ANDALUZ (CON PEDRO AZNAR)
conoce el  juego,ANDALUZ (CON PEDRO AZNAR)
"Si así es como nos tratamos,",ANDALUZ (CON PEDRO AZNAR)
esto va mal,ANDALUZ (CON PEDRO AZNAR)
muy mal!,ANDALUZ (CON PEDRO AZNAR)
Soy un tonto en seguirte,ANDALUZ (CON PEDRO AZNAR)
como un perro andalúz,ANDALUZ (CON PEDRO AZNAR)
pero mi amor se acabará,ANDALUZ (CON PEDRO AZNAR)
alguno de estos días,ANDALUZ (CON PEDRO AZNAR)
alguna de estas noches.,ANDALUZ (CON PEDRO AZNAR)
Soy un tonto en seguirte,ANDALUZ (CON PEDRO AZNAR)
como un perro andalúz,ANDALUZ (CON PEDRO AZNAR)
pero mi amor se acabará,ANDALUZ (CON PEDRO AZNAR)
alguno de estos días,ANDALUZ (CON PEDRO AZNAR)
alguna de estas noches.,ANDALUZ (CON PEDRO AZNAR)
Tu amor te espera,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
no esperes más.,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
en qué perdiste tanto tiempo?,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
indecisa al hablar,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
tan dura como Humpfrey Bogart,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
Entre lujurias y represión,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
bailaste los discos de moda,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
y era tu diversión,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
burlarte de los ilusionistas.,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
No llores por las heridas,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
que no paran de sangrar.,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
"no llores por mí, Argentina","LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
te quiero cada días más.,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
Estás enferma de frustración,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
y en tu locura no hay acuerdo.,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
una hiena al reír,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
pero al almuerzo con los cerdos.,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
Si las estrellas de cabaret,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
se ríen de tus movimientos,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
no es preciso mentir,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
la mierda que hay en tus pensamientos,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
No llores por las heridas,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
que no paran de sangrar.,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
"no llores por mí, Argentina","LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
"te quiero cada día,","LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
te quiero cada día más.,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
Alguien se quiere ir.,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
alguien quiere volver,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
alguien que está atrapado,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
en el medio de un recuerdo.,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
Esto yo ya lo vi,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
esto ya lo escuché,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
ella no quiere ser amiga,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
de un chico de este pueblo.,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
No llores por las heridas,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
que no paran de sangrar.,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
"no llores por mí, Argentina","LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
"te quiero cada día,","LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
te quiero cada día más.,"LLORES POR MÍ, ARGENTINA (CON PEDRO AZNAR)"
Detrás de las paredes,LAS PIEDRAS
que ayer te han levantado,LAS PIEDRAS
te ruego que respires todavía.,LAS PIEDRAS
Apoyo mis espaldas y espero que abraces,LAS PIEDRAS
atravesando el muro de mis días.,LAS PIEDRAS
"Y rasguña las piedras,",LAS PIEDRAS
y rasguña las piedras.,LAS PIEDRAS
y rasguña las piedras hasta mí.,LAS PIEDRAS
"Apenas perceptibles, escucho tus palabras",LAS PIEDRAS
se acercan las bandas de rock and roll,LAS PIEDRAS
"y sacuden un poco,",LAS PIEDRAS
las paredes gastadas,LAS PIEDRAS
y siento las preguntas de tu voz.,LAS PIEDRAS
"Y rasguña las piedras,",LAS PIEDRAS
y rasguña las piedras.,LAS PIEDRAS
y rasguña las piedras hasta mí.,LAS PIEDRAS
Y si estoy cansado de gritarte,LAS PIEDRAS
es que sólo quiero despertarte.,LAS PIEDRAS
Y por fin veo tus ojos,LAS PIEDRAS
que lloran desde el fondo,LAS PIEDRAS
y empiezo a amarte con toda mi piel,LAS PIEDRAS
Y escarbo hasta abrazarte,LAS PIEDRAS
y me sangran las manos,LAS PIEDRAS
pero qué libres vamos a crecer,LAS PIEDRAS
"Y rasguña las piedras,",LAS PIEDRAS
y rasguña las piedras.,LAS PIEDRAS
y rasguña las piedras hasta mí.,LAS PIEDRAS
"Y rasguña las piedras,",LAS PIEDRAS
y rasguña las piedras.,LAS PIEDRAS
y rasguña las piedras hasta mí.,LAS PIEDRAS
No voy a parar,20FANKY
yo no tengo dudas,20FANKY
no voy a bajar,20FANKY
déjalo que suba.,20FANKY
Por eso no quiero parar,20FANKY
ya no tengo dudas,20FANKY
no voy a bajar,20FANKY
déjalo que suba.,20FANKY
"Gozar, es tan parecido al amor",20FANKY
Gozar es tan diferente al amor.,20FANKY
El cambió una dirección,20FANKY
otra oportunidad merece alguna decisión.,20FANKY
Basta!,20FANKY
No voy a parar,20FANKY
yo no tengo dudas,20FANKY
no voy a bajar,20FANKY
déjalo que suba.,20FANKY
Gozar es tan parecido al amor,20FANKY
Gozar es tan diferente a matar.,20FANKY
Cuando pienso en el fin,20FANKY
cuando pienso en todo lo que dí.,20FANKY
Cuando miro el final,20FANKY
cuando sueño que todo va a acabar.,20FANKY
"Gozar es tan necesario, mi amor",20FANKY
Gozar es tan diferente al amor.,20FANKY
Hay en este lugar,1CUCHILLOS
mucho para dar,1CUCHILLOS
no te puedo mentir,1CUCHILLOS
porque sos tan fiel,1CUCHILLOS
me viste crecer,1CUCHILLOS
me viste nacer,1CUCHILLOS
y yo te vi reír,1CUCHILLOS
Cuando el cristal,1CUCHILLOS
se apague en el mal,1CUCHILLOS
"verás, que toda",1CUCHILLOS
esta canción,1CUCHILLOS
es alegría,1CUCHILLOS
"Hoy, hoy tal como ayer",1CUCHILLOS
desaparecer,1CUCHILLOS
es todos sonreír,1CUCHILLOS
De tanto darte amor,1CUCHILLOS
te hice feliz,1CUCHILLOS
cortando el aire,1CUCHILLOS
solo hasta sentir,1CUCHILLOS
que no había perdón,1CUCHILLOS
que no había razón,1CUCHILLOS
ya no puedo morir,1CUCHILLOS
Esa navaja gris,1CUCHILLOS
te cortó la voz,1CUCHILLOS
se hizo cuchillo,1CUCHILLOS
al fin,1CUCHILLOS
"Por favor,",SOBRE EL BIDET
no hagas promesas sobre el bidet,SOBRE EL BIDET
"por favor,",SOBRE EL BIDET
no me abras más los sobres,SOBRE EL BIDET
"por favor,",SOBRE EL BIDET
yo te prometo te escribiré,SOBRE EL BIDET
si es que paras de correr,SOBRE EL BIDET
"Por favor,",SOBRE EL BIDET
sigue la sombra de mi bebé,SOBRE EL BIDET
"por favor,",SOBRE EL BIDET
"no bebas más, no llores",SOBRE EL BIDET
"por favor,",SOBRE EL BIDET
yo te prometo te escribiré,SOBRE EL BIDET
si es que para de llover,SOBRE EL BIDET
Porque me tratas tan bien,SOBRE EL BIDET
me tratas tan mal,SOBRE EL BIDET
sabes que no aprendí a vivir,SOBRE EL BIDET
A veces estoy tan bien,SOBRE EL BIDET
estoy tan down,SOBRE EL BIDET
